School Code,School Name,TOTAL_Enrollment,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",Total # of Classes,Average Class Size,Number of Students,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,AP_Test Takers,AP_Tests Taken,AP_One Test,AP_Two Tests,AP_Three Tests,AP_Four Tests,AP_Five or More Tests,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,% AP_Score 1-2,% AP_Score 3-5,SAT_Tests Taken,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
2730305,Somerset Middle School,616,103,16.7,1,0.2,3.4,92.7,0.2,0,2.6,343,21.1,616,13338.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730015,South,266,65,24.4,0.8,0.4,5.3,90.6,0,0,3,130,21.8,257,13338.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630505,Somerset Berkley Regional High School,1006,140,13.9,1.4,0.5,2.5,92.5,0,0,3.1,586,13.9,955,15110.24,238,96.2,0,0,1.3,2.5,0,215,186,86.5,0,18.8,33.9,47.3,33.3,18.8,18.8,158,241,100,42,9,5,2,5,36,91,67,42,17,83,162,515,502,541
2740087,Albert F. Argenziano School at Lincoln Park,564,184,32.6,5.7,10.3,39.4,41,0,0,3.7,173,20.2,598,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740075,Arthur D Healey,428,229,53.5,13.8,6.8,48.4,28,0,0,3,176,16.1,464,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740015,Benjamin G Brown,236,31,13.1,0,9.7,8.5,72,0.4,0,9.3,83,18.5,270,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740005,Capuano Early Childhood Center,332,106,31.9,5.4,9.6,41.3,39.5,0,0,4.2,56,14.7,365,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740111,E Somerville Community,725,334,46.1,4.4,3.2,71.3,18.6,0,0.1,2.3,210,20,700,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740510,Full Circle High School,61,45,73.8,23,1.6,39.3,32.8,0,0,3.3,57,7.6,71,18165.45,15,26.7,20,6.7,0,46.7,0,10,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2740083,John F Kennedy,471,138,29.3,10.2,5.5,17.4,61.6,0,0,5.3,152,18.2,440,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740410,Next Wave Junior High,16,10,62.5,18.8,0,68.8,12.5,0,0,0,50,6.6,34,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740505,Somerville High,1259,499,39.6,13.6,9.4,45.8,30.5,0,0,0.7,594,14,1251,18165.45,314,85,5.4,0,0.3,8.6,0.6,279,203,72.8,0,36.9,35.5,27.6,35,7.9,19.2,271,584,113,60,54,31,13,97,173,151,104,59,46.2,53.8,165,462,458,486
2740115,West Somerville Neighborhood,377,137,36.3,13.8,4,20.7,55.7,0,0,5.8,113,19.9,356,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740120,Winter Hill Community,462,229,49.6,12.6,8.2,53.5,22.9,0,0,2.8,166,17.8,461,18165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780305,Michael E. Smith Middle School,552,156,28.3,2,1.8,12.5,79.5,0,0,4.2,217,17.5,550,14078.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780020,Mosier,428,120,28,1.4,1.6,15.7,79.4,0.2,0,1.6,59,20.2,397,14078.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780015,Plains Elementary,344,101,29.4,1.2,2.6,11,81.7,0.3,0,3.2,15,23,345,14078.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780505,South Hadley High,545,105,19.3,3.1,1.7,7.2,86.8,0,0.4,0.9,347,12.4,541,14078.01,141,93.6,2.1,0.7,0,3.5,0,139,111,79.9,0,30.6,38.7,30.6,37.8,9.9,14.4,116,205,64,29,13,7,3,21,70,53,33,28,44.4,55.6,90,492,486,533
8290605,Joseph P Keefe Technical High School,717,273,38.1,5.9,0.1,46.3,43.5,0.8,0,3.3,456,13.4,685,25757.56,164,93.9,2.4,0,0.6,3,0,137,60,43.8,0,30,51.7,18.3,51.7,13.3,3.3,,,,,,,,,,,,,,,47,427,402,428
4880550,South Shore Charter Public School,758,110,14.5,25.1,4.6,2.8,62.5,0.3,0.1,4.6,284,18,609,,40,100,0,0,0,0,0,44,35,79.5,0,31.4,42.9,25.7,42.9,8.6,17.1,26,43,13,9,4,0,0,1,12,16,9,5,30.2,69.8,34,518,489,489
8730605,So Shore Vocational Technical High,636,163,25.6,0.8,0.5,3.3,92.8,0,0.2,2.5,514,13,621,20231.82,143,93.7,2.8,0,0.7,2.8,0,131,56,42.7,0,23.2,51.8,25,51.8,16.1,7.1,,,,,,,,,,,,,,,73,459,431,464
2750005,William E Norris,520,81,15.6,0.4,1.5,4.4,90.8,0.2,0.4,2.3,185,18.6,525,10744.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760050,Albert S. Woodward Memorial School,245,10,4.1,1.6,18.4,6.9,67.3,0,0,5.7,59,17.8,245,17060.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760020,Margaret A Neary,298,14,4.7,0.3,16.1,6.4,71.5,0.3,0,5.4,60,23.1,295,17060.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760008,Mary E Finn School,293,12,4.1,1.7,15.7,4.8,72,0.3,0,5.5,60,17.4,300,17060.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760305,P Brent Trottier,459,14,3.1,0.4,14.4,4.4,77.6,0,0,3.3,286,16.7,482,17060.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770005,Charlton Street,421,291,69.1,3.1,1.4,46.6,45.1,0.2,0,3.6,194,19.1,438,13702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770010,Eastford Road,252,180,71.4,2,2.4,51.6,43.7,0.4,0,0,69,12.3,266,13702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770515,Southbridge High School,509,326,64,1.8,0.8,54.2,42.4,0.2,0,0.6,,,,13702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770315,Southbridge Middle School,509,344,67.6,1.4,1,57.8,37.7,0.6,0,1.6,,,,13702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770020,West Street,431,281,65.2,1.4,2.3,52.2,41.3,0.7,0,2.1,192,18.7,435,13702.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720605,Southeastern Regional Vocational Technical,1416,553,39.1,32.6,1.4,11.7,50.4,0.1,0,3.9,631,16.1,1353,20009.8,301,97,1,0.3,0.7,1,0,294,164,55.8,0,22,44.5,33.5,43.9,19.5,9.1,137,168,109,25,3,0,0,104,43,17,2,2,87.5,12.5,137,426,406,425
7650015,Monterey,0,,,,,,,,,,,,,18946.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650505,Mt Everett Regional,292,86,29.5,0.7,0,6.8,87,0,0,5.5,276,10.3,324,18946.22,59,94.9,0,0,0,5.1,0,57,41,71.9,0,53.7,24.4,22,24.4,2.4,4.9,35,60,14,17,4,0,0,16,12,22,6,4,46.7,53.3,42,514,500,501
7650018,New Marlborough Central,90,21,23.3,0,0,1.1,92.2,3.3,0,3.3,93,10.7,93,18946.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650030,South Egremont,13,0,0,0,0,7.7,92.3,0,0,0,21,8.5,17,18946.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650035,Undermountain,330,116,35.2,1.2,0,7.6,85.8,0.3,0,5.2,216,16.7,333,18946.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8760605,Bay Path Regional Vocational Technical High School,1114,298,26.8,0.5,0.4,6.7,91.3,0.1,0,0.9,883,13.9,1118,17881.01,261,94.3,1.9,0.8,0.4,2.7,0,260,110,42.3,0.9,33.6,45.5,20,42.7,14.5,4.5,116,187,69,27,16,4,0,69,68,31,17,2,73.3,26.7,130,459,432,470
7660215,Granville Village School,82,20,24.4,0,0,1.2,92.7,1.2,0,4.9,52,13.1,93,13377.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660315,Powder Mill School,392,108,27.6,2.3,1.3,5.9,88.8,0,0,1.8,206,18,412,13377.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660505,Southwick Regional School,737,124,16.8,1.9,0.4,3.8,92.8,0,0,1.1,439,15.3,793,13377.33,163,91.4,1.2,0,1.2,6.1,0,118,96,81.4,0,28.1,39.6,32.3,36.5,15.6,10.4,75,102,55,15,3,2,0,19,21,29,17,16,39.2,60.8,113,518,498,522
7660010,Woodland School,338,91,26.9,1.5,0.6,7.7,87.9,0,0,2.4,158,15.4,333,13377.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670505,David Prouty High,338,111,32.8,1.2,1.2,8.6,84,0,0,5,237,15.8,370,12730.89,108,74.1,9.3,0.9,2.8,13,0,96,66,68.8,0,24.2,28.8,47,27.3,31.8,12.1,72,148,28,22,14,6,2,36,46,31,27,8,55.4,44.6,61,514,489,518
7670008,East Brookfield Elementary,212,56,26.4,0.9,0.5,6.1,87.3,0.5,0,4.7,65,21.1,282,12730.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670415,Knox Trail Middle School,414,143,34.5,1,0.5,9.7,85.3,0.2,0,3.4,223,17.3,408,12730.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7670040,Wire Village School,430,153,35.6,0.9,1.4,8.8,85.3,0,0,3.5,92,21.6,496,12730.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810095,Alfred G. Zanetti Montessori Magnet School,411,163,39.7,25.3,0.2,48.4,21.9,0,0,4.1,214,17.3,421,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810175,Alice B Beal Elementary,276,189,68.5,13.8,9.1,54,20.3,0,0,2.9,168,19.5,236,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810165,Arthur T Talmadge,270,208,77,30,1.9,48.1,16.3,0.4,0,3.3,171,18.8,275,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810360,Balliet Middle School,46,41,89.1,19.6,0,73.9,6.5,0,0,0,65,8.3,79,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810025,Brightwood,323,296,91.6,16.4,0,82.4,1.2,0,0,0,202,20.1,335,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810365,Chestnut Accelerated Middle School (North),298,262,87.9,8.7,0.3,88.3,2.3,0.3,0,0,154,15.6,293,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810366,Chestnut Accelerated Middle School (South),317,269,84.9,12.9,0.3,83.9,2.8,0,0,0,156,15.1,293,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810367,Chestnut Accelerated Middle School (Talented and Gifted),285,210,73.7,21.1,2.8,60.4,13,0.4,0.4,2.1,241,17.3,236,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810475,Conservatory of the Arts,337,231,68.5,25.8,0,61.4,11.6,0,0,1.2,162,13.1,226,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810035,Daniel B Brunton,477,359,75.3,20.3,1.5,60.8,15.5,0,0.2,1.7,255,22.6,476,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810001,Early Childhood Education Center,144,115,79.9,19.4,1.4,65.3,11.1,0,0,2.8,17,8.9,149,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810010,Edward P. Boland School,788,633,80.3,10,1.3,78,8.9,0.1,0,1.6,411,18.9,807,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810030,Elias Brookings,379,310,81.8,24,0.3,64.9,8.4,0.8,0,1.6,219,18.9,398,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810325,Forest Park Middle,714,577,80.8,17.8,7.8,67.8,5.3,0.1,0.1,1,463,14.8,717,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810075,Frank H Freedman,315,230,73,25.1,1,55.2,17.1,0,0,1.6,186,18.8,294,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810080,Frederick Harris,594,411,69.2,19.7,3.2,56.9,17,0,0,3.2,374,16.7,575,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810575,Gateway to College at Holyoke Community College,27,14,51.9,22.2,0,48.1,29.6,0,0,0,3,18,36,15027.78,22,63.6,22.7,0,0,13.6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810580,Gateway to College at Springfield Technical Community College,48,33,68.8,20.8,0,64.6,12.5,0,0,2.1,3,32.7,69,15027.78,12,16.7,66.7,0,8.3,8.3,0,14,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2810195,German Gerena Community School,731,582,79.6,14.5,0.7,80.7,3.6,0,0,0.5,409,17.7,710,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810065,Glenwood,301,215,71.4,14,2.3,66.8,14.3,0,0,2.7,185,19.9,299,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810068,Glickman Elementary,359,252,70.2,22.8,3.6,53.8,17.5,0,0,2.2,242,17.2,344,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810510,High School Of Commerce,1250,923,73.8,19.8,1.5,69.3,8.2,0,0,1.1,733,15.8,1329,15027.78,342,58.2,9.6,6.7,2.6,22.8,0,171,97,56.7,0,15.5,73.2,11.3,69.1,10.3,1,,,,,,,,,,,,,,,187,353,338,356
2810050,Hiram L Dorman,323,257,79.6,27.9,1.2,57.6,12.4,0,0,0.9,199,20.9,347,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810085,Homer Street,436,368,84.4,24.1,1.6,64.2,9.2,0,0,0.9,241,20.4,416,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810100,Indian Orchard Elementary,666,518,77.8,17,1.7,62.6,15.6,0,0,3.2,398,18.1,693,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810328,John F Kennedy Middle,435,365,83.9,19.1,0.7,70.6,8.5,0.2,0,0.9,215,18.3,465,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810320,John J Duggan Middle,672,484,72,27.4,2.5,53.6,15.5,0,0,1,513,15.4,625,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810110,Kensington International School,306,264,86.3,21.2,5.2,67.6,4.6,0,0,1.3,199,21.8,370,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810115,Liberty,288,209,72.6,8.7,2.1,74,14.6,0,0,0.7,170,20.4,277,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810560,Liberty Preparatory Academy,13,9,69.2,15.4,7.7,38.5,38.5,0,0,0,18,3.6,16,15027.78,9,22.2,33.3,0,11.1,33.3,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810120,Lincoln,404,352,87.1,10.1,0.2,85.6,3.2,0,0,0.7,199,24.5,410,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810330,M Marcus Kiley Middle,643,524,81.5,21.2,3,62.4,12.6,0.2,0,0.8,442,16.9,696,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810060,Margaret C Ells,219,157,71.7,26.5,0.5,53,16.9,0.5,0,2.7,62,11.8,253,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810125,Mary A. Dryden Veterans Memorial School,332,203,61.1,14.5,7.2,52.1,23.2,0,0.3,2.7,160,21.8,341,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810140,Mary M Lynch,266,220,82.7,18,0,73.3,7.5,0,0,1.1,164,18.4,253,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810155,Mary M Walsh,308,232,75.3,14.3,1,68.8,13.6,0,0,2.3,185,19.3,299,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810145,Mary O Pottenger,446,319,71.5,11.4,2,69.7,15.2,0.2,0,1.3,266,20.2,441,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810023,Milton Bradley School,576,517,89.8,16.7,0,80,2.8,0,0,0.5,360,16,541,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810055,Rebecca M Johnson,775,662,85.4,28,0.3,65.2,5,0.1,0,1.4,477,18.6,831,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810620,Roger L. Putnam Vocational Technical Academy,1442,949,65.8,19.5,1.6,65.5,12.6,0,0,0.9,977,13,1408,15027.78,298,92.6,1.7,2.7,0.3,2.7,0,281,164,58.4,0,17.7,66.5,15.9,64,11.6,2.4,113,159,81,21,8,3,0,76,47,23,10,3,77.4,22.6,265,354,340,371
2810350,STEM Middle Academy,288,194,67.4,25.7,1.4,59.7,13.2,0,0,0,152,17.7,287,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810020,Samuel Bowles,333,242,72.7,16.8,0.3,68.5,12,0,0.3,2.1,200,19.5,329,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355,South End Middle School,246,218,88.6,14.2,0.4,81.7,2.4,0,0,1.2,111,14.9,234,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810500,Springfield Central High,2055,1283,62.4,24.1,6,51.5,17,0,0.1,1.1,905,17,1898,15027.78,477,82.2,3.8,2.3,2.1,9.6,0,435,328,75.4,0,19.8,63.1,17.1,62.5,10.1,5.2,310,564,168,71,44,16,11,177,188,120,54,25,64.7,35.3,383,403,386,410
2810570,Springfield High School,117,103,88,25.6,0,59.8,12.8,0,0,1.7,78,7.7,101,15027.78,69,11.6,15.9,8.7,4.3,59.4,0,17,10,58.8,0,0,100,0,100,0,0,,,,,,,,,,,,,,,7,,,
2810530,Springfield High School of Science and Technology,1366,1010,73.9,17.3,2.3,68.4,11.3,0,0.1,0.7,1013,13.1,1322,15027.78,348,58.6,6.9,14.9,0.9,18.4,0.3,258,140,54.3,0,12.9,76.4,10.7,73.6,4.3,3.6,163,312,66,53,37,6,1,244,50,15,2,1,94.2,5.8,178,332,306,336
2810005,Springfield Public Day Elementary School,54,48,88.9,25.9,0,59.3,14.8,0,0,0,217,5.2,88,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810550,Springfield Public Day High School,111,92,82.9,23.4,0,66.7,8.1,0,0,1.8,125,4.9,87,15027.78,23,8.7,30.4,0,4.3,56.5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810345,Springfield Public Day Middle School,56,50,89.3,25,0,64.3,10.7,0,0,0,102,4.9,62,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810160,Sumner Avenue,576,458,79.5,17,4.7,61.3,13.9,0.2,0,3,354,16.8,580,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810205,The Springfield Renaissance School an Expeditionary Learning School,713,341,47.8,25.2,1.4,47,25.4,0,0.1,0.8,355,16.1,720,15027.78,98,89.8,7.1,0,0,3.1,0,90,76,84.4,0,22.4,48.7,28.9,44.7,22.4,3.9,40,49,31,9,0,0,0,18,18,7,4,2,73.5,26.5,94,433,428,433
2810015,Thomas M Balliet,323,205,63.5,23.8,1.2,61,11.5,0,0,2.5,159,19.5,304,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810480,Van Sickle Academy,330,263,79.7,19.1,1.8,69.1,8.5,0,0,1.5,200,18.4,375,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810485,Van Sickle International Baccalaureate,365,255,69.9,11.8,2.5,72.9,12.3,0,0,0.5,326,15.1,385,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810180,Warner,279,191,68.5,16.5,2.9,60.6,16.1,0.7,0.4,2.9,170,18.1,323,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810185,Washington,434,323,74.4,19.6,7.1,58.3,11.3,0,0.2,3.5,230,23.2,499,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810190,White Street,449,371,82.6,16.3,4.9,68.8,8.7,0,0,1.3,213,21.1,378,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810045,William N. DeBerry,298,256,85.9,16.1,0,79.5,3,0.3,0,1,189,18.3,282,15027.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840005,Colonial Park,266,32,12,1.5,3.8,5.3,85.3,0,0,4.1,56,19.3,270,14939.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840025,Robin Hood,368,74,20.1,0.8,7.1,8.2,82.1,0.3,0,1.6,81,20.2,372,14939.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840030,South,334,70,21,2.7,3.6,7.8,79.9,1.2,0,4.8,90,18.2,328,14939.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840405,Stoneham Central Middle School,706,121,17.1,1.6,4.5,7.1,83,0,0.1,3.7,510,17.1,755,14939.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840505,Stoneham High,679,87,12.8,2.8,3.5,5.2,86.3,0.1,0,2.1,400,14.3,648,14939.72,149,94.6,3.4,0,0,2,0,160,141,88.1,0.7,38.3,17,44,17,7.8,22,136,290,43,46,37,7,3,34,65,96,69,26,34.1,65.9,123,497,498,490
2850012,Edwin A Jones Early Childhood Center,90,15,16.7,27.8,1.1,8.9,56.7,0,0,5.6,9,14.3,118,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850010,Helen Hansen Elementary,248,68,27.4,18.1,2.4,10.9,63.3,0,1.2,4,139,15.9,268,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850025,Joseph H Gibbons,363,89,24.5,12.1,6.1,7.2,66.9,0,0,7.7,187,15.9,363,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850014,Joseph R Dawe Jr Elementary,378,99,26.2,26.5,9.8,10.6,48.7,0,0.5,4,203,14.7,363,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850405,O'Donnell Middle School,797,229,28.7,22.8,6.6,8.9,57.2,0.1,0.1,4.1,488,18.2,873,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850015,South Elementary,255,65,25.5,19.6,10.6,6.3,55.3,0.4,2,5.9,99,23,275,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850505,Stoughton High,1061,233,22,22.2,5.5,5.9,64.5,0,0.1,1.8,672,16.5,1049,13517.4,253,92.9,2,0,0,5.1,0,219,184,84,0,34.8,29.3,35.9,28.3,16.3,13,121,233,55,31,25,9,1,38,50,67,43,35,37.8,62.2,195,512,502,518
2850020,West Elementary,363,152,41.9,21.8,4.1,16.8,49.3,0.6,0.3,7.2,164,18.1,387,13517.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870005,Burgess Elementary,917,137,14.9,0.5,1.4,4.6,89.2,0.3,0,3.9,245,23.1,958,12561.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4890505,Sturgis Charter Public School,804,109,13.6,1.7,2.6,4.4,85.2,0.6,0.1,5.3,431,14.1,802,,200,97.5,2,0,0,0.5,0,209,187,89.5,0,42.2,16,41.7,16,11.8,21.4,,,,,,,,,,,,,,,194,585,563,562
2880305,Ephraim Curtis Middle,977,48,4.9,2.3,6.6,3.1,84.1,0,0.1,3.9,520,22.4,995,14709.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880025,General John Nixon Elementary,357,19,5.3,5.3,9,2.2,75.1,0,0.3,8.1,101,20.4,380,14709.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880015,Israel Loring School,487,33,6.8,2.1,11.9,3.9,74.7,0.8,1,5.5,120,21.3,483,14709.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880010,Josiah Haynes,387,16,4.1,3.1,8.8,1.6,79.8,0,0,6.7,113,19.3,403,14709.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880030,Peter Noyes,595,24,4,2.9,10.1,4,75.1,0,0,7.9,138,20.9,598,14709.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890005,Sunderland Elementary,257,77,30,5.8,8.2,10.1,65,0,0,10.9,78,15.5,239,13264.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900003,Sutton Early Learning,316,29,9.2,0.9,1.3,1.3,92.1,0,0,4.4,55,23.7,326,12410.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900005,Sutton Elementary,331,34,10.3,0.9,2.1,2.1,89.1,0,0.3,5.4,117,24.3,355,12410.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900510,Sutton High School,426,30,7,0.2,0.9,1.6,92.5,0.2,0,4.5,183,16.9,437,12410.66,112,95.5,1.8,0,0.9,1.8,0,106,92,86.8,0,42.4,7.6,50,7.6,18.5,12,117,200,59,40,12,5,1,39,43,66,32,20,41,59,96,523,502,521
2900305,Sutton Middle School,375,26,6.9,1.1,1.9,1.6,91.2,0,0,4.3,147,23.5,361,12410.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910005,Clarke,206,36,17.5,1.5,3.4,9.2,83.5,1,0,1.5,106,17.7,208,15095.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910010,Hadley,297,64,21.5,3.4,3.4,9.4,80.1,0,0,3.7,148,17.7,291,15095.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910020,Stanley,278,16,5.8,0.7,1.4,7.9,86.3,0.4,0,3.2,139,19,295,15095.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
